naam,volledige naam,partij,functie,db-uri,abstract
Agnes Wolbert,Agnes Geziena Wolbert,Partij van de Arbeid (Nederland),Lid Tweede Kamer,http://nl.dbpedia.org/resource/Agnes_Wolbert,"Agnes Geziena Wolbert (Oldenzaal, 20 augustus 1958) is een Nederlands politicus. Zij is namens de Partij van de Arbeid sinds 30 november 2006 lid van de Tweede Kamer.Agnes Wolbert studeerde orthopedagogiek aan de Rijksuniversiteit Groningen. Ze werkte vervolgens als wetenschappelijk medewerker aan die universiteit en als docent aan de Hogeschool Midden Nederland. Later was ze werkzaam als gedragswetenschapper bij de Jeugdzorg Groningen, laatstelijk als voorzitter van de raad van bestuur.In 1995 werd ze lid van de PvdA. Bij de Tweede Kamerverkiezingen 2006 werd Wolbert gekozen als lid van het parlement in achtereenvolgens de kabinetten Balkenende IV, Rutte I en Rutte II. Wolbert was vanaf 2006 woordvoerder Wmo en AWBZ. In 2012 werd ze opnieuw woordvoerder Zorg, maar nu voor de eerste lijns gezondheidszorg inclusief wijkverpleging, preventie en tegengaan van gezondheidsverschillen. Tevens voert Wolbert het woord over de Veiligheidsregio's, brandweerzorg en rampenbestrijding. Sinds 2010 was ze voorzitter van de Vaste Kamercommissie Binnenlandse zaken. Vanaf 2012 is Wolbert voorzitter van de Vaste Kamercommissie Onderwijs Cultuur en Wetenschap (OCW. Ze is lid van de Parlementaire Contactgroep Duitsland en bestuurslid van de Interparlementaire Unie, de wereldorganisatie van de nationale parlementen. Ze woont in Annen."
Ahmed Aboutaleb,Ahmed Aboutaleb,Partij van de Arbeid (Nederland),Burgemeester van Rotterdam;Wethouder in Amsterdam;Staatssecretaris van Sociale Zaken en Werkgelegenheid,http://nl.dbpedia.org/resource/Ahmed_Aboutaleb,"Ahmed Aboutaleb (Beni Sidel, Marokko, 29 augustus 1961) is een Nederlandse politicus van Marokkaanse komaf. Hij is sinds 5 januari 2009 burgemeester van Rotterdam. In zijn voorlaatste functie was hij vanaf 22 februari 2007 staatssecretaris van Sociale Zaken en Werkgelegenheid in het kabinet-Balkenende IV. Daarvoor was hij wethouder in de gemeente Amsterdam. Hij is lid van de Partij van de Arbeid."
Ahmed Marcouch,Ahmed Marcouch,Partij van de Arbeid (Nederland),Amsterdam (gemeente);Slotervaart (stadsdeel);Lid Tweede Kamer;Gemeenteraadslid Amsterdam,http://nl.dbpedia.org/resource/Ahmed_Marcouch,"Ahmed Marcouch (Beni-Boughafer, 2 mei 1969) is een Nederlands politicus van de PvdA van Marokkaanse afkomst. Hij werd bekend als portefeuillehouder en stadsdeelvoorzitter van het Amsterdamse stadsdeel Slotervaart en verwierf hier de bijnaam 'Sheriff van Slotervaart'. Op 9 juni 2010 werd hij tijdens de Tweede Kamerverkiezingen verkozen tot parlementslid."
Albert de Vries,Albertus Anthonie de Vries,Partij van de Arbeid (Nederland),Wethouder van Middelburg;Lid Tweede Kamer,http://nl.dbpedia.org/resource/Albert_de_Vries,"Albertus Anthonie (""Albert"") de Vries (Middelburg, 10 juli 1955) is een Nederlandse politicus."
Aleid Wolfsen,Aalt Wolfsen,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid gemeenteraad van Oldebroek;Lid Tweede Kamer;Lid gemeenteraad van Oldebroek,http://nl.dbpedia.org/resource/Aleid_Wolfsen,"Aalt ""Aleid"" Wolfsen (Kampen, 23 februari 1960) is een Nederlandse politicus. Hij was van 23 mei 2002 tot 1 januari 2008 namens de Partij van de Arbeid lid van de Tweede Kamer. Op 2 januari 2008 werd hij geïnstalleerd als burgemeester van de gemeente Utrecht, welke functie hij vervulde tot eind 2013."
Ali Lazrak,Ali Lazrak,Partij van de Arbeid (Nederland),Lid Tweede Kamer,http://nl.dbpedia.org/resource/Ali_Lazrak,"Ali Lazrak (Azzaouia (Marokko), 16 januari 1948) is een Nederlands politicus van Marokkaanse afkomst. Na afsplitsing van de Socialistische Partij zat hij als eenmansfractie Groep Lazrak tot november 2006 in de Tweede Kamer.Hij woont sinds 1971 in Nederland, waar hij voor DAF kwam werken. Later werkte hij ook als tolk en als journalist."
André Postema,André Postema,Partij van de Arbeid (Nederland),Lid Eerste Kamer,http://nl.dbpedia.org/resource/André_Postema,"André Postema (Groningen, 2 november 1969) is bestuurder en tevens lid van de Eerste Kamer der Staten-Generaal.Postema deed een academische studie geschiedenis aan de Rijksuniversiteit Leiden, van 1989 tot 1990, waar hij zijn propedeuse haalde. Daarna studeerde hij economie aan de Rijksuniversiteit Groningen, van 1990 tot 1995. Van 2003 tot 2004 studeerde hij geschiedenis aan de New Mexico State University in Las Cruces (Verenigde Staten). Aan de Harvard Business School studeerde hij in 2009 advanced management program.Postema werkte eerder bij het Ministerie van Buitenlandse Zaken (1994-1995), de Nationale Investeringsbank (1995-1998), Ernst & Young, later als onderdeel van Capgemini (1998-2005). Bij Capgemini was hij vicepresident, werkzaam binnen de sector consulting. Van 1 oktober 2005 tot 1 januari 2014 was hij vicevoorzitter van het College van Bestuur van de Universiteit Maastricht.Postema maakte als fractievoorzitter van de Partij van de Arbeid deel uit van de gemeenteraad van Maastricht van 2002 tot 2006. Sinds 7 juni 2011 is hij voor de PvdA lid van de Eerste Kamer der Staten-Generaal. Hij is tevens lid van het Beneluxparlement.Postema is woonachtig in Maastricht."
Angelien Eijsink,Angeline Maria Catharina Eijsink,Partij van de Arbeid (Nederland),Lid Tweede Kamer,http://nl.dbpedia.org/resource/Angelien_Eijsink,"Angeline Maria Catharina (Angelien) Eijsink (St. Isidorushoeve, 1 april 1960) is een Nederlandse politica. Namens de Partij van de Arbeid maakt zij sinds 30 januari 2003 deel uit van de Tweede Kamer."
Anja Timmer,Anja Jeanette Timmer,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid gemeenteraad Hengelo;Wethouder gemeente Almelo,http://nl.dbpedia.org/resource/Anja_Timmer,"Anja Jeanette Timmer (Emmen, 14 maart 1961) is een Nederlands politicus. Ze was lid van de Tweede Kamer voor de Partij van de Arbeid. Vanaf juli 2012 is zij wethouder van de Overijsselse gemeente Almelo."
Anne Koning,Anne Leonie Koning,Partij van de Arbeid (Nederland),Wethouder van Delft;Lid van de Eerste Kamer;Lid gemeenteraad van Delft;Lid gemeenteraad van Wageningen;Lid van Provinciale Staten van Zuid-Holland,http://nl.dbpedia.org/resource/Anne_Koning,"Anne Leonie Koning (Utrecht, 9 maart 1970) is een Nederlands politicus en bestuurder."
Anne Vermeer,Anne Vermeer,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid Provinciale Staten Gelderland;Lid  Eerste Kamer,http://nl.dbpedia.org/resource/Anne_Vermeer,"Anne Rinse Vermeer (Tiel, 12 december 1916) is een Nederlands voormalig politicus. Namens de Partij van de Arbeid was hij onder meer lid van de Tweede Kamer der Staten-Generaal en Eerste Kamer der Staten-Generaal."
Anneke van Dok-van Weele,Anneke van Dok-van Weele,Partij van de Arbeid (Nederland),Burgemeester van Vlissingen;Burgemeester van Diemen;Burgemeester van Velsen;Burgemeester van Niedorp;Lid Tweede Kamer;Lid gemeenteraad van Zwaag;Lid gemeenteraad van Hoorn;Wethouder van Hoorn;Staatssecretaris van Economische Zaken,http://nl.dbpedia.org/resource/Anneke_van_Dok-van_Weele,"Anneke van Dok-van Weele (Zaandam, 24 oktober 1947) is een Nederlandse politica. Namens de Partij van de Arbeid (PvdA) heeft zij politieke functies vervuld op zowel lokaal als nationaal niveau.In de jaren 70 werkte Van Dok als journaliste voor diverse kranten. In die tijd was zij ook gemeenteraadslid van Zwaag. Toen die gemeente door een herindeling werd opgeheven, werd ze in 1979 gekozen in de raad van Hoorn. Tegelijkertijd werd ze wethouder van onderwijs en vanaf 1982 tevens locoburgemeester. In 1984 vertrok ze uit Hoorn, om burgemeester te worden van Diemen. In 1990 werd zij burgemeester van Velsen, waar zij vier jaar bleef.In 1994 werd Van Dok beëdigd als staatssecretaris van Economische zaken in het Eerste Paarse Kabinet. Deze functie vervulde ze slechts één termijn, om vervolgens als Kamerlid verder te gaan. In juni 1999 werd ze geïnstalleerd als burgemeester van Vlissingen. In 2005 werd zij benoemd voor nog een termijn van zes jaar.Anneke van Dok-van Weele stapte op 1 januari 2008 op als burgemeester van Vlissingen, samen met de wethouders. Het college stapte op als gevolg van problemen bij het nieuwbouwplan Scheldekwartier.Per 4 oktober 2009 werd Van Dok waarnemend burgemeester van de gemeente Niedorp. Op 1 januari 2012 ging die gemeente op in de nieuwe gemeente Hollands Kroon."
Arie Kuijper,Arie Kuijper,Partij van de Arbeid (Nederland),lid Tweede Kamer der Staten-Generaal;fractievoorzitter;lid partijbestuur PvdA;lid gemeenteraad van Heerlen,http://nl.dbpedia.org/resource/Arie_Kuijper,"Arie Kuijper (Amsterdam, 11 februari 1948) is een voormalig ambtenaar en politicus voor de Partij van de Arbeid.Kuijper volgde van 1962 tot 1967 aan de lagere technische school de opleiding tot timmerman, gevolgd door een aansluitende avondopleiding, en was ook als timmerman actief van 1966 tot 1968. In 1969/1970 volgde hij, na het vervullen van zijn dienstplicht aan de politieopleiding, de opleiding tot douanier aan het hoger beroepsonderwijs, en van 1969 tot 1977 was hij in dienst bij de douane als douanier, van 1977 tot 1982 als manager. Van 1982 - 1984 schoolde hij om tot organisatieadviseur, een beroep dat hij tot 1986 uitoefende, en in 1986 ging hij bij het ministerie van Financiën aan de slag als projectleider voor het ontwikkelen van computerprogramma's voor de Belastingdienst. In 1995 werd Kuijper staffunctionaris van het facilitair bedrijf voor de Belastingdienst.In de jaren 70 was Kuijper enige jaren actief bij de vakbond ABVA/KABO. Eind jaren 70 werd hij lid van de Partij van de Arbeid, en in 1980 is hij een van de oprichters van de PvdA-afdeling in Meerssen. Hij was hier tot 1986 bestuurslid, waarvan twee jaar voorzitter, en was van 1984 - 1993 bestuurslid van PvdA gewest Limburg (waarvan de laatste 6 jaar voorzitter). Van 1986 tot 1994 was hij gemeenteraadslid in Heerlen, waarvan de tweede termijn fractievoorzitter. In 1993 was hij lid van het landelijk partijbestuur.In 1998 werd Kuijper gekozen in de Tweede Kamer der Staten-Generaal, waar hij tamelijk op de achtergrond opereerde. In de Tweede Kamer hield hij zich bezig met enkele financiële onderwerpen, met justitie, politie en veiligheid en met regionaal-economische onderwerpen, zoals de positie van grenspompstations. In 2001 diende hij een initiatiefvoorstel in over zwaardere bestraffing van handel in wapens.Arie Kuijper is en was actief bij projecten rond zwerfjongeren."
Arie van den Brand,Arie van den Brand,Partij van de Arbeid (Nederland),Tweede Kamerlid,http://nl.dbpedia.org/resource/Arie_van_den_Brand,"Arie van den Brand (Oostvoorne, 22 februari 1951) is een Nederlands politicus. Namens GroenLinks was hij van mei 2002 tot maart 2004 lid van de Tweede Kamer.Van den Brand studeerde landbouwkunde aan de Landbouwuniversiteit Wageningen. Hij was vervolgens werkzaam bij de Volkshogeschool Bergen, als directeur van het I.L.T.C. (opleidingscentrum voor de agrarische sector) en als directeur van de Stichting 'In Natura'. Van 1990-2010 was hij bestuursvoorzitter van het CLM. Hij was aanvankelijk lid van de PvdA, maar maakte in 2000 een overstap naar GroenLinks.Bij de Tweede Kamerverkiezingen 2002 werd hij gekozen in de Tweede Kamer. Hij hield zich onder meer bezig met landbouw, natuurbeheer, voedselveiligheid, buitenlandse handel, waterstaat en toerisme. Vanwege een hartinfarct was hij echter in de periode december 2002 tot september 2003 afwezig. Op 10 maart 2004 trad hij definitief uit het parlement, nadat artsen concludeerden dat de functie een te zware belasting voor zijn gezondheid was. Als Kamerlid viel hij onder meer op door een harde stellingname tegen gewelddadige dierenactivisten. Hij stelde het 'stuitend' te vinden dat ""gewelddadige dierenactivisten zich niets aantrekken van enige rechtstatelijke notie"", zo stelde hij tijdens een Kamerdebat. ""Gewelddadige vormen van dierenactivisme moeten met alle beschikbare middelen worden tegengegaan.""In 2007 stelde hij zich wederom kandidaat voor het Kamerlidmaatschap, nu voor de Eerste Kamer, maar het GroenLinkscongres plaatste hem niet op de plekken 2 tot en met 4 waarvoor hij zich, als expliciet groen gekandideerd had. Van 2004-2010 was hij voorzitter van Biologica.Op 1 september 2009 kreeg Arie van den Brand een Duurzaam Lintje uit handen van minister Cramer van VROM, tegelijk met prinses Irene en drie andere personen.Van den Brand bekleedt diverse bestuursfuncties. Daarnaast is hij parttime biologisch hoogstamfruitteler/oude rassen in de Wogmeer."
Arie van der Hek,Arie van der Hek,Partij van de Arbeid (Nederland),Lid van de Tweede Kamer;Lid van het Europees Parlement;Lid van de Tweede Kamer;Lid van het Europees Parlement,http://nl.dbpedia.org/resource/Arie_van_der_Hek,"Arie van der Hek (Schoonhoven, 12 september 1938) is een Nederlands voormalig politicus namens de PvdA."
Astrid Oosenbrug,Roberta Francina Astrid Oosenbrug-Blokland,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid gemeenteraad Lansingerland,http://nl.dbpedia.org/resource/Astrid_Oosenbrug,"Roberta Francina Astrid Oosenbrug-Blokland (Rotterdam, 6 juli 1968) is een Nederlands politicus.Oosenbrug is sinds 20 september 2012 lid van de Tweede Kamer namens de Partij van de Arbeid. Ze zetelt ook namens de socialistische fractie in het Beneluxparlement."
Attje Kuiken,Attje Harma Kuiken,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid Tweede Kamer,http://nl.dbpedia.org/resource/Attje_Kuiken,"Attje Harma Kuiken (Groningen, 27 oktober 1977) is een Nederlands politica. Zij is namens de Partij van de Arbeid sinds 30 november 2006 lid van de Tweede Kamer.Attje Kuiken studeerde bestuurskunde en overheidsmanagement aan de Thorbecke Academie in Leeuwarden en beleids- en organisatiewetenschappen aan de Katholieke Universiteit Brabant en was beleidsmedewerker Integraal Veiligheidsbeleid bij het ministerie van Binnenlandse Zaken. Voor de PvdA was ze lid van het bestuur van de afdeling Breda. Eerder had ze een afdeling van de Jonge Socialisten in Breda opgericht. Ook deed ze mee met het VARA-debatprogramma Het Lagerhuis.Bij de Tweede Kamerverkiezingen 2006 werd Kuiken gekozen als lid van het parlement. Ze hield op 31 januari 2007 haar maidenspeech over de begroting Binnenlandse Zaken voor 2007.Vanaf 19 januari 2010 was Kuiken vanwege zwangerschapsverlof vier maanden afwezig als Kamerlid, waarbij ze werd vervangen door Saskia Laaper.In november 2015 werd zij vicefractievoorzitter van de PvdA. Ze volgt Martijn van Dam op die staatssecretaris van Economische Zaken werd."
Benno Stokvis,Benno Jules Stokvis,Partij van de Arbeid (Nederland),lid Tweede Kamer der Staten-Generaal;lid Staatscommissie-Beel II;lid parlementaire enquêtecommissie regeringsbeleid 1940-1945,http://nl.dbpedia.org/resource/Benno_Stokvis,"Benno Jules (Benno) Stokvis (Amsterdam, 23 januari 1901 - Laren, 3 januari 1977) was een Nederlands letterkundige, advocaat en linkse intellectueel die van 1946 tot 1952 namens de CPN in de Tweede Kamer zat. Hij was daar onder meer justitie-woordvoerder en fractiesecretaris en maakte deel uit van de parlementaire enquêtecommissie regeringsbeleid 1940-1945. Stokvis was voor de oorlog als letterkundige verbonden aan diverse tijdschriften en schreef enkele boeken. Als advocaat verdedigde hij na de muiterij op 'De Zeven Provinciën' Henk Sneevliet. Al in de jaren 30 was Stokvis voorvechter van de rechten van homo's, waarvoor hij zich als advocaat inzette en publiceerde 35 levensgeschiedenissen van homoseksuelen. Hij brak in 1952 met de CPN, waar hij al sinds 1935 lid van was, en werd lid van achtereenvolgens de PvdA (1955-1971) en DS'70 (vanaf 1971). Tussen 1967 en 1975 verzorgde hij de radiorubriek 'Recht en slecht'."
Bert Broekhuis,Engelbert Willem Hendrik Broekhuis,Partij van de Arbeid (Nederland),Burgemeester van Cromstrijen;Burgemeester van Bernisse;Lid van de gemeenteraad van Tholen;Lid van de Tweede Kamer der Staten-Generaal voor de PvdA;Waarnemend burgemeester van Bernisse,http://nl.dbpedia.org/resource/Bert_Broekhuis,"Engelbert Willem Hendrik (Bert) Broekhuis (Den Haag, 14 februari 1943) is een Nederlands bestuurder en politicus voor de Partij van de Arbeid (PvdA)."
Bert Koenders,Albert Gerard Koenders,Partij van de Arbeid (Nederland),Minister van Buitenlandse Zaken;Lid Tweede Kamer;VN-gezant in Ivoorkust;Minister voor Ontwikkelingssamenwerking;Hoofd van de VN-vredesmacht in Mali,http://nl.dbpedia.org/resource/Bert_Koenders,"Albert Gerard (Bert) Koenders (Arnhem, 28 mei 1958) is een Nederlandse politicus, diplomaat en bestuurder. Sinds 17 oktober 2014 is hij minister van Buitenlandse Zaken in het kabinet-Rutte II."
Bert Middel,Lambertus Peter Middel,Partij van de Arbeid (Nederland),Burgemeester van Smallingerland;Lid Tweede Kamer;Lid Eerste Kamer;Dijkgraaf waterschap Noorderzijlvest;Lid gemeenteraad Assen;Lid Staten Drenthe,http://nl.dbpedia.org/resource/Bert_Middel,"Lambertus Peter (Bert) Middel (Groningen, 24 juni 1952) is een Nederlands politicus en bestuurder."
Bonno Spieker,Bonno Spieker,Partij van de Arbeid (Nederland),Lid Tweede Kamer;Lid Provinciale Staten van Groningen,http://nl.dbpedia.org/resource/Bonno_Spieker,"Bonno Spieker (Delfzijl, 18 december 1935) is een Nederlands voormalig politicus voor de PvdA. Voordat hij de politiek in ging, was hij werkzaam in de industrie en bij de kustvaart. Spieker volgde een technische opleiding aan de Openbare Lagere Technische School te Delfzijl. Hierna volgde hij een opleiding tot machine-motordrijver voor de kustvaart. Na deze opleiding werkte hij van 1952 tot 1955 als revisiemonteur. Van 1956 tot 1964 werkte hij als machinist bij de kustvaart. Hierna werkte hij tot 1972 bij het chemisch bedrijf AKZO als operator. Na hier nog enkele jaren te hebben gewerkt als secretaris van de ondernemingsraad ging hij de politiek in. Hij was van 1974 tot 1978 lid van Provinciale Staten van Groningen. In 1977 was hij al Tweede Kamerlid geworden. Spieker zat relatief lang in de Kamer, namelijk 17 jaar. In mei 1994 stopte hij. Als parlementariër was hij woordvoerder sociale zaken en economische zaken van de Tweede Kamerfractie van de PvdA. Ook hield Spieker zich bezig met het spreidingsbeleid en de gemeentelijke herindeling."
